lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84784528483619,2022,Jones-Roos,CHI,pairing,5on5,6,3685.0,23.0,0.35,0.46,0.45,24.03,1.36,1.46,6.81,0.91,14.02,10.43,1.31,1.32,1.27,24.0,11.0,12.0,47.0,2.0,3.0,0.0,4.0,2.0,10.0,14.0,22.0,33.0,8.0,22.0,25.0,30.0,11.0,17.0,30.0,4.0,1.0,0.58,0.38,0.4,2.0,0.0,0.0,45.02,35.0,33.63,12.0,0.3,0.44,0.44,1.22,1.18,1.18,30.56,2.57,1.98,7.6,0.99,16.3,12.57,2.45,2.66,2.54,26.0,16.0,13.0,55.0,4.0,3.0,0.0,8.0,1.0,12.0,14.0,22.0,38.0,4.0,14.0,21.0,22.0,9.0,6.0,32.0,7.0,3.0,0.98,0.93,0.66,1.0,2.0,1.0,56.63,42.0,43.15,2.0,0.41,0.53,0.53,2.44,2.53,2.43
84767928476892,2022,Krug-Parayko,STL,pairing,5on5,9,1900.0,61.0,0.46,0.46,0.42,10.78,1.0,0.7,2.37,0.33,6.26,4.34,0.99,1.0,0.99,7.0,8.0,9.0,24.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,7.0,15.0,1.0,5.0,13.0,14.0,3.0,9.0,9.0,5.0,1.0,0.24,0.55,0.21,0.0,0.0,0.0,23.19,15.0,14.61,4.0,0.14,0.0,0.0,1.15,1.14,1.13,14.89,1.2,0.82,3.66,0.48,8.39,6.45,1.19,1.21,1.2,15.0,6.0,7.0,28.0,2.0,1.0,0.0,3.0,0.0,4.0,11.0,13.0,19.0,3.0,9.0,13.0,16.0,4.0,7.0,17.0,3.0,1.0,0.47,0.38,0.35,0.0,1.0,1.0,28.99,21.0,21.39,6.0,0.16,0.02,0.02,1.34,1.36,1.35
848020884808018482116,2022,Tkachuk-Sttzle-Batherson,OTT,line,5on5,11,5876.0,36.0,0.56,0.56,0.57,59.21,6.4,4.16,12.5,1.9,33.68,23.36,6.08,6.49,6.17,62.0,20.0,27.0,109.0,6.0,7.0,0.0,8.0,5.0,28.0,28.0,56.0,76.0,11.0,25.0,42.0,60.0,9.0,17.0,53.0,24.0,5.0,1.95,3.06,1.39,2.0,3.0,1.0,111.53,82.0,83.92,8.0,0.86,1.46,1.46,5.8,5.9,5.8,46.43,4.97,3.12,11.39,1.6,23.73,18.2,4.54,4.95,4.54,49.0,14.0,23.0,86.0,9.0,7.0,1.0,11.0,3.0,11.0,22.0,40.0,54.0,4.0,11.0,52.0,44.0,17.0,13.0,40.0,16.0,7.0,0.96,1.96,2.05,1.0,7.0,1.0,86.0,63.0,62.82,9.0,0.66,1.43,1.43,4.19,4.2,4.13
847079484784498480027,2022,Robertson-Hintz-Pavelski,DAL,line,5on5,13,7556.0,22.0,0.66,0.57,0.6,73.95,7.58,5.1,16.52,2.51,40.48,29.82,7.33,7.89,7.62,76.0,26.0,25.0,127.0,13.0,5.0,2.0,16.0,2.0,34.0,32.0,63.0,89.0,6.0,15.0,76.0,42.0,12.0,28.0,59.0,38.0,5.0,1.9,4.4,1.28,5.0,6.0,2.0,134.49,102.0,106.89,13.0,1.07,1.2,1.4,7.25,7.55,7.37,48.16,3.96,3.16,11.86,1.55,27.5,19.97,3.92,3.82,3.78,40.0,28.0,27.0,95.0,1.0,2.0,0.0,12.0,0.0,20.0,33.0,39.0,67.0,7.0,17.0,77.0,62.0,19.0,29.0,54.0,10.0,4.0,1.7,1.27,0.99,1.0,0.0,0.0,91.0,68.0,65.64,17.0,0.65,0.53,0.53,4.09,3.96,3.94
847400984793168481477,2022,Sturm-Bonino-Kunin,SJS,line,5on5,6,1718.0,33.0,0.29,0.46,0.5,17.48,1.18,1.05,4.49,0.56,9.58,7.14,1.16,1.13,1.12,15.0,9.0,3.0,27.0,2.0,3.0,0.0,3.0,1.0,5.0,10.0,13.0,22.0,3.0,22.0,24.0,12.0,4.0,6.0,18.0,5.0,1.0,0.4,0.51,0.28,2.0,0.0,0.0,26.0,24.0,23.28,4.0,0.21,0.42,0.42,0.98,0.94,0.93,17.94,2.9,1.24,4.47,0.75,8.58,6.06,2.32,3.09,2.47,16.0,8.0,8.0,32.0,2.0,5.0,1.0,5.0,1.0,6.0,5.0,14.0,22.0,4.0,11.0,14.0,13.0,4.0,5.0,16.0,3.0,5.0,0.5,0.34,2.06,0.0,1.0,1.0,33.52,24.0,25.03,3.0,0.26,2.06,2.06,1.1,1.16,1.1
84717098479983,2022,Ferraro-Vlasic,SJS,pairing,5on5,13,1705.0,90.0,0.51,0.52,0.5,13.23,1.53,0.97,2.86,0.39,7.1,5.15,1.5,1.53,1.51,13.0,5.0,7.0,25.0,1.0,1.0,0.0,2.0,0.0,6.0,8.0,12.0,17.0,0.0,0.0,14.0,8.0,5.0,3.0,11.0,4.0,3.0,0.27,0.5,0.76,1.0,0.0,0.0,24.72,18.0,17.81,0.0,0.2,0.24,0.45,1.28,1.3,1.3,12.94,1.45,0.93,3.13,0.47,6.8,5.22,1.43,1.46,1.45,12.0,6.0,5.0,23.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,9.0,15.0,2.0,4.0,6.0,17.0,2.0,8.0,11.0,5.0,2.0,0.4,0.52,0.54,1.0,1.0,1.0,23.34,18.0,18.35,2.0,0.19,0.3,0.3,1.35,1.36,1.36
84751818475753,2022,Leddy-Faulk,STL,pairing,5on5,10,3118.0,37.0,0.45,0.42,0.4,22.17,2.02,1.7,5.37,0.75,12.75,8.42,1.94,1.95,1.88,19.0,12.0,9.0,40.0,2.0,2.0,0.0,6.0,2.0,11.0,8.0,17.0,29.0,1.0,2.0,17.0,24.0,9.0,12.0,21.0,8.0,2.0,0.7,0.86,0.46,0.0,2.0,0.0,38.29,31.0,29.88,12.0,0.35,0.46,0.46,1.91,1.85,1.8,32.94,2.49,2.17,7.87,1.14,19.02,14.31,2.43,2.55,2.49,31.0,16.0,9.0,56.0,4.0,3.0,1.0,9.0,2.0,14.0,15.0,27.0,43.0,0.0,0.0,17.0,17.0,15.0,8.0,38.0,8.0,1.0,1.09,1.13,0.28,1.0,2.0,1.0,57.72,47.0,48.12,6.0,0.44,0.57,0.57,2.36,2.42,2.4
847576084784328481711,2022,Maccelli-Bjugstad-Fischer,ARI,line,5on5,7,682.0,84.0,0.55,0.55,0.59,7.94,0.79,0.45,1.68,0.24,3.45,3.38,0.76,0.84,0.8,8.0,2.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,7.0,9.0,0.0,0.0,3.0,3.0,1.0,4.0,7.0,2.0,1.0,0.19,0.38,0.23,0.0,0.0,1.0,11.86,10.0,9.98,3.0,0.09,0.18,0.18,0.7,0.74,0.74,5.09,0.64,0.37,1.15,0.18,2.72,1.95,0.63,0.62,0.61,5.0,2.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,7.0,1.0,2.0,6.0,8.0,3.0,0.0,2.0,5.0,0.0,0.06,0.58,0.0,0.0,0.0,0.0,9.77,7.0,6.78,0.0,0.08,0.0,0.0,0.72,0.69,0.68
848003984808298480830,2022,Necas-Kotkaniemi-Svechnikov,CAR,line,5on5,12,7676.0,19.0,0.63,0.67,0.67,86.08,5.46,5.21,22.96,2.94,50.29,37.15,5.35,5.6,5.49,85.0,39.0,47.0,171.0,6.0,6.0,0.0,22.0,1.0,51.0,38.0,79.0,118.0,17.0,34.0,95.0,45.0,17.0,21.0,101.0,21.0,2.0,2.57,2.46,0.43,1.0,4.0,1.0,173.6,124.0,126.05,9.0,1.06,0.31,0.31,6.21,6.36,6.27,44.92,3.25,2.81,11.08,1.55,24.52,18.79,3.18,3.29,3.21,52.0,10.0,23.0,85.0,3.0,5.0,0.0,13.0,1.0,15.0,25.0,49.0,59.0,14.0,28.0,64.0,64.0,16.0,12.0,51.0,9.0,2.0,1.48,1.19,0.58,2.0,1.0,0.0,84.9,62.0,62.35,7.0,0.58,0.8,0.8,3.03,3.08,3.06
84746128478469,2022,Chabot-Hamonic,OTT,pairing,5on5,12,965.0,77.0,0.71,0.78,0.75,15.75,1.48,1.12,3.55,0.48,8.37,6.0,1.46,1.41,1.4,14.0,7.0,10.0,31.0,1.0,0.0,0.0,4.0,0.0,8.0,8.0,13.0,20.0,5.0,10.0,3.0,5.0,2.0,0.0,15.0,4.0,2.0,0.52,0.45,0.52,0.0,0.0,1.0,30.46,21.0,20.5,0.0,0.23,0.0,0.14,1.58,1.51,1.51,5.54,0.6,0.34,1.0,0.16,2.45,2.46,0.6,0.64,0.64,4.0,3.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,7.0,3.0,6.0,0.0,10.0,3.0,3.0,4.0,2.0,1.0,0.17,0.2,0.23,0.0,0.0,0.0,9.83,7.0,7.62,1.0,0.07,0.0,0.0,0.67,0.71,0.71
84800368480878,2022,Heiskanen-Lundkvist,DAL,pairing,5on5,5,674.0,31.0,0.67,0.53,0.43,4.23,0.33,0.3,1.07,0.18,2.34,1.77,0.33,0.33,0.33,4.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,0.0,0.13,0.2,0.0,0.0,0.0,0.0,9.93,6.0,6.06,0.0,0.06,0.0,0.0,0.39,0.4,0.4,5.49,0.16,0.3,1.37,0.19,3.42,2.56,0.16,0.15,0.15,5.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,8.0,1.0,2.0,3.0,5.0,1.0,4.0,8.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,8.52,8.0,7.67,3.0,0.06,0.0,0.0,0.22,0.21,0.21
84793988480069,2022,Girard-Makar,COL,pairing,5on5,9,1107.0,71.0,0.4,0.36,0.37,10.35,0.9,0.6,2.78,0.32,5.32,4.07,0.86,0.9,0.86,10.0,4.0,2.0,16.0,0.0,1.0,0.0,4.0,0.0,2.0,7.0,10.0,14.0,3.0,6.0,10.0,9.0,2.0,4.0,10.0,3.0,1.0,0.22,0.38,0.3,0.0,0.0,0.0,16.58,14.0,14.53,2.0,0.13,0.14,0.14,0.89,0.89,0.89,17.17,1.37,1.18,4.18,0.61,9.23,7.43,1.25,1.38,1.26,17.0,7.0,4.0,28.0,0.0,2.0,0.0,4.0,0.0,10.0,8.0,17.0,24.0,0.0,0.0,2.0,7.0,4.0,2.0,21.0,1.0,2.0,0.7,0.13,0.53,0.0,0.0,0.0,28.21,24.0,24.48,1.0,0.24,0.53,0.53,1.08,1.09,1.03
847534384779038479359,2022,Malenstyn-Dowd-Hathaway,WSH,line,5on5,5,2073.0,12.0,0.28,0.41,0.39,11.04,0.69,0.69,2.43,0.34,6.95,4.89,0.69,0.72,0.72,9.0,7.0,7.0,23.0,3.0,0.0,0.0,2.0,0.0,4.0,7.0,6.0,13.0,5.0,10.0,25.0,47.0,3.0,2.0,13.0,3.0,0.0,0.37,0.32,0.0,2.0,1.0,0.0,23.63,16.0,16.36,0.0,0.14,0.0,0.0,0.84,0.87,0.87,17.83,1.75,1.31,4.38,0.65,10.14,6.78,1.67,1.7,1.62,19.0,6.0,8.0,33.0,1.0,3.0,1.0,2.0,0.0,12.0,7.0,18.0,24.0,6.0,12.0,18.0,21.0,5.0,1.0,18.0,4.0,3.0,0.59,0.43,0.73,0.0,0.0,1.0,31.67,25.0,24.06,0.0,0.27,0.58,0.58,1.43,1.37,1.35
84763128479398,2022,Girard-Manson,COL,pairing,5on5,9,2377.0,58.0,0.55,0.64,0.59,16.1,1.01,0.98,4.15,0.57,9.67,7.63,0.99,1.13,1.11,15.0,9.0,18.0,42.0,0.0,2.0,0.0,4.0,0.0,7.0,11.0,15.0,24.0,4.0,8.0,14.0,19.0,5.0,2.0,20.0,3.0,1.0,0.39,0.38,0.25,0.0,0.0,0.0,45.33,24.0,26.03,1.0,0.2,0.43,0.43,0.77,0.85,0.84,12.59,0.84,0.72,3.04,0.41,6.5,5.47,0.84,0.79,0.79,14.0,3.0,7.0,24.0,1.0,0.0,0.0,5.0,0.0,4.0,7.0,13.0,16.0,2.0,4.0,19.0,18.0,3.0,2.0,14.0,1.0,2.0,0.27,0.09,0.49,0.0,0.0,1.0,22.82,17.0,16.52,2.0,0.15,0.0,0.0,0.99,0.94,0.94
84751888480727,2022,Mcnabb-Whitecloud,VGK,pairing,5on5,10,741.0,66.0,0.61,0.48,0.44,4.92,0.64,0.38,1.05,0.13,2.78,2.02,0.64,0.63,0.63,5.0,2.0,5.0,12.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,7.0,0.0,0.0,3.0,6.0,3.0,3.0,4.0,2.0,1.0,0.19,0.18,0.27,0.0,0.0,0.0,12.4,7.0,7.06,1.0,0.08,0.27,0.27,0.45,0.47,0.46,6.0,0.41,0.45,1.2,0.2,3.87,2.86,0.41,0.39,0.38,8.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,7.0,8.0,0.0,0.0,4.0,6.0,1.0,3.0,7.0,2.0,0.0,0.21,0.2,0.0,0.0,1.0,0.0,12.62,9.0,8.62,3.0,0.09,0.0,0.0,0.5,0.47,0.47
847403784797728480028,2022,Van Riemsdyk-Frost-Macewen,PHI,line,5on5,4,903.0,23.0,0.45,0.53,0.52,7.89,0.52,0.51,2.08,0.26,4.45,3.18,0.51,0.53,0.52,9.0,2.0,6.0,17.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,9.0,11.0,3.0,9.0,5.0,13.0,0.0,3.0,10.0,0.0,1.0,0.23,0.0,0.28,0.0,0.0,0.0,17.99,11.0,11.3,3.0,0.11,0.28,0.28,0.34,0.36,0.36,7.47,0.62,0.58,1.6,0.21,4.15,2.83,0.62,0.61,0.61,9.0,1.0,5.0,15.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,9.0,10.0,1.0,5.0,9.0,8.0,0.0,2.0,8.0,2.0,0.0,0.37,0.25,0.0,0.0,0.0,0.0,14.7,10.0,9.79,1.0,0.12,0.0,0.0,0.74,0.73,0.72
84770348480160,2022,Megna-Simek,SJS,pairing,5on5,7,1482.0,48.0,0.39,0.47,0.43,7.13,0.46,0.47,1.71,0.21,4.14,3.0,0.46,0.44,0.43,7.0,3.0,7.0,17.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,7.0,10.0,3.0,6.0,9.0,14.0,4.0,3.0,9.0,1.0,0.0,0.27,0.2,0.0,0.0,0.0,0.0,16.05,10.0,9.5,1.0,0.1,0.0,0.0,0.56,0.53,0.52,9.23,0.71,0.63,2.55,0.33,4.96,3.82,0.7,0.75,0.73,10.0,3.0,6.0,19.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,8.0,11.0,1.0,2.0,14.0,15.0,4.0,1.0,10.0,2.0,1.0,0.19,0.25,0.27,0.0,1.0,1.0,19.29,13.0,13.18,1.0,0.13,0.28,0.28,0.56,0.59,0.58
84769238477435,2022,Graves-Severson,NJD,pairing,5on5,11,1783.0,89.0,0.66,0.64,0.62,23.63,2.73,1.65,5.7,0.81,12.45,8.67,2.39,2.7,2.36,24.0,8.0,9.0,41.0,1.0,2.0,0.0,9.0,1.0,11.0,8.0,23.0,31.0,3.0,6.0,17.0,15.0,2.0,5.0,21.0,8.0,3.0,0.62,0.97,1.14,1.0,0.0,0.0,39.88,32.0,31.72,2.0,0.35,0.59,0.94,2.14,2.1,2.02,14.74,1.42,1.02,3.4,0.45,7.84,5.87,1.36,1.42,1.36,17.0,3.0,3.0,23.0,4.0,1.0,1.0,4.0,0.0,4.0,7.0,13.0,16.0,1.0,2.0,16.0,11.0,2.0,5.0,14.0,5.0,1.0,0.35,0.61,0.46,2.0,1.0,1.0,23.54,20.0,20.26,3.0,0.22,0.46,0.46,1.18,1.2,1.19
84788828483460,2022,Gavrikov-Jiricek,CBJ,pairing,5on5,2,790.0,8.0,0.27,0.39,0.36,3.36,0.15,0.2,0.8,0.1,2.18,1.57,0.15,0.15,0.15,5.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,10.0,0.0,1.0,4.0,1.0,0.0,0.06,0.09,0.0,0.0,0.0,0.0,6.68,5.0,4.81,1.0,0.04,0.0,0.0,0.19,0.18,0.18,6.35,0.41,0.38,1.52,0.2,3.84,2.66,0.4,0.42,0.42,7.0,2.0,2.0,11.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,7.0,0.0,0.0,12.0,6.0,1.0,0.0,7.0,2.0,0.0,0.18,0.22,0.0,1.0,1.0,0.0,12.05,9.0,9.52,0.0,0.08,0.0,0.0,0.48,0.5,0.5
84746028478407,2022,Dunn-Schultz,SEA,pairing,5on5,11,709.0,83.0,0.66,0.73,0.6,4.18,0.22,0.25,1.16,0.12,2.41,1.84,0.22,0.23,0.23,5.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,2.0,4.0,2.0,2.0,2.0,0.0,5.0,1.0,0.0,0.07,0.15,0.0,0.0,0.0,0.0,11.37,6.0,6.27,0.0,0.05,0.0,0.0,0.27,0.28,0.28,2.89,0.11,0.15,0.67,0.08,1.66,1.33,0.11,0.12,0.12,3.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,6.0,7.0,4.0,2.0,4.0,0.0,0.0,0.11,0.0,0.0,2.0,0.0,0.0,3.96,4.0,3.96,1.0,0.03,0.0,0.0,0.14,0.15,0.15
847798784799878480901,2022,Donato-Geekie-Kuhlman,SEA,line,5on5,3,801.0,13.0,0.36,0.41,0.46,4.11,0.3,0.23,1.13,0.15,2.38,1.83,0.3,0.28,0.27,4.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,6.0,1.0,2.0,6.0,8.0,0.0,2.0,4.0,2.0,0.0,0.08,0.22,0.0,0.0,0.0,0.0,6.57,6.0,5.55,2.0,0.05,0.0,0.0,0.35,0.32,0.32,5.51,0.53,0.44,1.49,0.19,2.58,1.76,0.5,0.59,0.56,5.0,2.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,7.0,0.0,0.0,8.0,4.0,2.0,2.0,3.0,4.0,0.0,0.05,0.48,0.0,0.0,0.0,0.0,11.42,7.0,7.81,0.0,0.09,0.12,0.12,0.5,0.56,0.54
847578684764548479344,2022,Hyman-Nugent-Hopkins-Puljujarvi,EDM,line,5on5,4,749.0,28.0,0.69,0.52,0.47,7.2,0.73,0.57,1.45,0.2,3.63,2.41,0.67,0.66,0.6,6.0,3.0,3.0,12.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,6.0,9.0,5.0,10.0,11.0,9.0,1.0,1.0,6.0,2.0,1.0,0.24,0.26,0.24,0.0,0.0,0.0,10.56,9.0,8.09,1.0,0.12,0.24,0.24,0.62,0.56,0.53,7.36,0.33,0.35,2.15,0.27,3.99,2.91,0.33,0.37,0.37,7.0,3.0,1.0,11.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0,7.0,10.0,2.0,4.0,8.0,6.0,1.0,2.0,10.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,12.73,10.0,11.38,1.0,0.07,0.04,0.04,0.36,0.41,0.41
84764298476917,2022,Pelech-Mayfield,NYI,pairing,5on5,13,1595.0,81.0,0.5,0.49,0.39,9.81,1.03,0.78,2.03,0.3,6.0,3.88,0.96,1.0,0.94,12.0,2.0,10.0,24.0,1.0,0.0,0.0,2.0,0.0,6.0,5.0,11.0,13.0,0.0,0.0,6.0,17.0,3.0,5.0,9.0,5.0,0.0,0.39,0.64,0.0,1.0,0.0,0.0,23.17,14.0,13.64,2.0,0.16,0.0,0.0,1.18,1.16,1.08,15.35,1.01,0.9,3.79,0.5,8.55,7.25,0.99,1.04,1.02,14.0,8.0,3.0,25.0,1.0,1.0,1.0,2.0,0.0,7.0,11.0,13.0,21.0,1.0,2.0,13.0,7.0,2.0,5.0,19.0,2.0,1.0,0.55,0.23,0.23,0.0,1.0,0.0,25.0,22.0,22.2,2.0,0.18,0.13,0.13,1.06,1.07,1.07
84745748480800,2022,Hughes-Myers,VAN,pairing,5on5,6,702.0,39.0,0.23,0.44,0.38,3.8,0.27,0.28,0.91,0.11,2.03,1.4,0.27,0.28,0.28,4.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.09,0.18,0.0,0.0,1.0,0.0,7.65,5.0,5.1,0.0,0.06,0.0,0.0,0.33,0.34,0.34,6.52,0.89,0.6,1.19,0.18,2.99,2.14,0.82,0.87,0.81,8.0,0.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,8.0,8.0,1.0,2.0,4.0,5.0,1.0,0.0,4.0,2.0,2.0,0.11,0.26,0.53,0.0,0.0,0.0,10.26,8.0,8.16,0.0,0.13,0.24,0.24,0.79,0.78,0.77
84758258476902,2022,Lindell-Hakanpaa,DAL,pairing,5on5,13,4509.0,56.0,0.47,0.5,0.49,36.39,3.08,2.46,8.12,1.18,19.99,15.17,3.06,3.26,3.24,37.0,13.0,19.0,69.0,6.0,0.0,0.0,6.0,2.0,17.0,19.0,31.0,44.0,2.0,4.0,35.0,32.0,9.0,12.0,36.0,13.0,1.0,1.07,1.79,0.22,4.0,1.0,1.0,74.84,50.0,53.5,7.0,0.51,0.0,0.0,3.6,3.8,3.77,36.42,3.42,2.54,8.65,1.13,20.9,14.35,3.4,3.32,3.3,39.0,12.0,18.0,69.0,4.0,0.0,0.0,6.0,2.0,12.0,27.0,35.0,47.0,4.0,8.0,27.0,43.0,8.0,9.0,38.0,10.0,3.0,1.09,1.53,0.8,1.0,3.0,0.0,64.71,51.0,48.32,7.0,0.53,0.0,0.0,3.95,3.82,3.81
84808078480839,2022,Dahlin-Samuelsson,BUF,pairing,5on5,5,2984.0,14.0,0.46,0.42,0.48,28.85,2.37,1.84,6.98,0.98,15.32,11.5,2.35,2.53,2.52,27.0,12.0,5.0,44.0,3.0,0.0,0.0,5.0,2.0,11.0,18.0,24.0,36.0,2.0,4.0,32.0,18.0,8.0,9.0,30.0,7.0,2.0,0.94,0.87,0.56,0.0,1.0,2.0,46.36,39.0,41.02,8.0,0.39,0.0,0.0,2.76,2.94,2.92,29.77,2.82,2.11,7.18,1.0,16.68,12.2,2.74,2.7,2.62,29.0,13.0,18.0,60.0,1.0,3.0,0.0,9.0,0.0,20.0,9.0,28.0,41.0,1.0,2.0,36.0,29.0,3.0,9.0,27.0,14.0,1.0,0.85,1.74,0.23,0.0,1.0,0.0,56.91,42.0,40.25,3.0,0.44,0.27,0.27,2.98,2.87,2.81
847687884793358481522,2022,Asplund-Girgensons-Krebs,BUF,line,5on5,5,1958.0,20.0,0.72,0.62,0.68,18.87,1.51,1.29,4.15,0.54,10.6,7.92,1.46,1.53,1.47,17.0,9.0,5.0,31.0,2.0,2.0,1.0,4.0,0.0,9.0,9.0,15.0,24.0,3.0,6.0,9.0,12.0,3.0,3.0,19.0,5.0,2.0,0.46,0.6,0.45,0.0,1.0,1.0,30.69,26.0,25.65,3.0,0.26,0.45,0.45,1.33,1.32,1.31,8.65,0.57,0.59,2.29,0.35,4.76,3.42,0.55,0.59,0.57,7.0,5.0,7.0,19.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,11.0,3.0,6.0,23.0,19.0,7.0,2.0,10.0,2.0,0.0,0.39,0.19,0.0,0.0,1.0,0.0,19.53,12.0,12.52,0.0,0.13,0.0,0.07,0.63,0.64,0.61
847410284779468482078,2022,Raymond-Larkin-Perron,DET,line,5on5,5,621.0,53.0,0.51,0.4,0.42,3.56,0.35,0.25,0.78,0.11,2.05,1.47,0.35,0.33,0.33,5.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,5.0,2.0,4.0,6.0,4.0,2.0,2.0,3.0,2.0,0.0,0.04,0.31,0.0,0.0,0.0,0.0,5.82,5.0,4.86,1.0,0.05,0.0,0.0,0.4,0.38,0.38,5.42,0.33,0.27,1.6,0.18,2.67,1.94,0.32,0.35,0.34,7.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,2.0,4.0,6.0,4.0,0.0,2.0,5.0,2.0,0.0,0.09,0.24,0.0,0.0,1.0,0.0,9.24,7.0,7.22,1.0,0.06,0.0,0.0,0.39,0.41,0.4
